unvocalized,vocalized,jamid,root
نورج,نَوْرَجٌ,1,نورج
منوال,مِنْوَالٌ,1,نول
مهب,مَهَبٌّ,1,هبب
مهبط,مَهْبِطٌ,1,هبط
مهبل,مَهْبِلٌ,1,هبل
مهجر,مَهْجَرٌ,1,هجر
هيدب,هَيْدَبٌ,1,هدب
هودج,هَوْدَجٌ,1,هدج
هرهور,هُرْهُورٌ,1,هرهر
هزروف,هُزْرُوفٌ,1,هزروف
هيكل,هَيْكَلٌ,1,هيكل
ميثاق,مِيثَاقٌ,1,وثق
ميراث,مِيرَاثٌ,1,ورث
ميزاب,مِيزَابٌ,1,وزب
موسم,مَوْسِمٌ,1,وسم
ميسم,مِيسَمٌ,1,وسم
موصل,مَوْصِلٌ,1,وصل
موطئ,مَوْطِئٌ,1,وطء
موطن,مَوْطِنٌ,1,وطن
ميعاد,مِيعَادٌ,1,وعد
موقف,مَوْقِفٌ,1,وقف
موكب,مَوْكِبٌ,1,وكب
مولج,مَوْلِجٌ,1,ولج
موال,مَوَّالٌ,1,ولي
ميتم,مَيْتَمٌ,1,يتم
جارور,جَارُورٌ,1,جرر
حريق,حَرِيقٌ,1,حرق
ذفاف,ذَفافٌ,1,ذفف
عدد,عَدَدٌ,1,عدد
غسل,غُسْلٌ,1,غسل
رسول,رَسُولٌ,1,رسل
خيار,خِيَارٌ,1,خيار
سراح,سَرَاحٌ,1,سرح
وحمى,وَحْمَى,1,حمي
أسطرلاب,أُسْطُرْلاَبٌ,1,ءسطرلاب
بيانو,بِيَانُو,1,بيانو
ترمومتر,تِرْمُومِتْر,1,ترمومتر
مثقاب,مِثْقَابٌ,1,ثقب
مثقب,مِثْقَبٌ,1,ثقب
مجدع,مَجْدَعٌ,1,جدع
مجرف,مِجْرَفٌ,1,جرف
مجز,مِجَزٌّ,1,جزز
محجم,مِحْجَمٌ,1,حجم
محراث,مِحْرَاثٌ,1,حرث
محصد,مِحْصَدٌ,1,حصد
محطب,مِحْطَبٌ,1,حطب
محقن,مِحْقَنٌ,1,محق
محلج,مِحْلَجٌ,1,حلج
مرقب,مِرْقَبٌ,1,رقب
طار,طَارٌ,1,طور
معقام,مِعْقَامٌ,1,عقم
فأس,فَأْسٌ,1,فءس
مفتل,مِفْتَلٌ,1,فتل
مقص,مِقَصٌّ,1,قصص
كرونومتر,كُرُونُومِتْر,1,كرونومتر
لينوتيب,لِينُوتِيب,1,لينوتيب
مشط,مِشْطٌ,1,مشط
سوق,سُوقٌ,1,سوق
تويج,تُوَيْجٌ,1,توج
زريق,زُرَيْقٌ,1,زرق
طوير,طُوَيْرٌ,1,طير
خفيف,خُفَيْفٌ,1,خفف
دريهم,دُرَيْهِمٌ,1,در
مويس,مُوَيْسٌ,1,موس
جواد,جَوَادٌ,1,جدد
قن,قِنٌّ,1,قنن
جبين,جَبِينٌ,1,جبي
معى,مِعًى,1,معو
سكين,سِكِّينٌ,1,سكك
سلاح,سِلاَحٌ,1,سلح
طريق,طَرِيقٌ,1,طرق
مزمار,مِزْمَارٌ,1,زمر
مزهر,مِزْهَرٌ,1,زهر
مصب,مَصَبٌّ,1,صبب
ذراع,ذِراعٌ,1,ذرع
وسنى,وَسْنَى,1,سني
حال,حالٌ,1,حول
حانوت,حانوتٌ,1,حنت
سبيل,سَبِيلٌ,1,سبل
سلم,سُلَّمٌ,1,سلم
آب,آب,1,ءوب
أباز,أَبَازٌ,1,بوز
آبد,آبِدٌ,1,ءبد
إبريز,إبْرِيزٌ,1,ءبريز
إبريق,إِبْرِيقٌ,1,ءبريق
أبريل,أَبْرِيل,1,ءبريل
إبزيم,إِبْزيمٌ,1,ءبزيم
إبط,إِبْطٌ,1,ءبط
إبل,إِبِلٌ,1,ءبل
إبليس,إبْلِيسُ,1,ءبليس
آبنوس,آبُنُوس,1,ءءبنوس
إتب,إِتْبٌ,1,ءتب
أثاث,أثَاثٌ,1,ءتث
مأتم,مَأْتَمٌ,1,ءتم
مأتى,مَأْتًى,1,ءتي
إحدى,إحْدَى,1,ءحدى
إحليل,إِحْلِيلٌ,1,ءحليل
إحن,إِحَنٌ,1,ءحن
أخاديد,أخَادِيدُ,1,خدد
أخرى,أُخْرَى,1,ءخر
أخطبوط,أُخْطُبُوطٌ,1,ءخطبوط
آداب,آدابٌ,1,ءدب
إدام,إِدَامٌ,1,ءدم
أديم,أَدِيمٌ,1,دوم
إرب,إِرْبٌ,1,ءرب
تاريخ,تَارِيخٌ,1,ءرخ
أرخبيل,أَرْخَبِيلٌ,1,ءرخبيل
إزار,إِزَارٌ,1,ءزار
مئزر,مِئْزَرُ,1,ءزر
مأزق,مَأْزِقٌ,1,ءزق
إزميل,إِزْمِيلٌ,1,ءزميل
أس,أُسٌّ,1,ءسو
أستاذ,أُسْتَاذٌ,1,ءستاذ
أساس,أسَاسٌ,1,سوس
أسس,أُسُسٌ,1,ءسس
إسطبل,إِسْطَبْلٌ,1,ءسطبل
إسفنج,إِسْفَنْجٌ,1,ءسفنج
إسكاف,إِسْكافٌ,1,ءسكاف
إسمنت,إِسْمَنْتٌ,1,ءسمنت
أسوار,أَسْوارٌ,1,سور
آسيا,آسِيَا,1,ءءسيا
إصطبل,إِصْطَبْلٌ,1,ءصطبل
أصيص,أَصيصٌ,1,صيص
إطار,إِطارٌ,1,ءطر
طمر,طِمْر,1,طمر
أطوم,أَطومٌ,1,ءطوم
أفعى,أفْعَى,1,ءفعى
أفواه,أفْواهٌ,1,فم
أقنوم,أُقْنُومٌ,1,ءقنوم
أكسجين,أُكْسِجِين,1,سجن
مأكل,مَأْكَلٌ,1,ءكل
الله,اللهُ,1,الله
اللهم,اللَّهُمَّ,1,اللهم
إله,إلَهٌ,1,ءله
ألومنيوم,ألُومِنْيُوم,1,ءلومنيوم
ألى,أَلَى,1,ءلي
إمبراطور,إمْبراطُورٌ,1,ءمبراطور
أمبير,أَمْبِير,1,ءمبير
مؤتمر,مُؤْتَمَرٌ,1,ءمر
امرؤ,اِمْرُؤٌ,1,مرء
إمام,إمَامٌ,1,ءمم
مأمن,مَأْمَنٌ,1,ءمن
نبأ,نَبَأٌ,1,نبء
أنبوب,أُنْبوبٌ,1,بوب
إنبيق,إِنْبيقٌ,1,ءنبيق
إنجيل,إِنْجيلٌ,1,ءنجيل
إنس,إِنْسٌ,1,ءنس
أنموذج,أُنْمُوذَجٌ,1,نموذج
أوار,أُوَارٌ,1,وري
أيم,أيِّمٌ,1,ءيم
بؤبؤ,بُؤْبُؤٌ,1,بءبء
بابا,بَابَا,1,بوب
باج,باجٌ,1,بوج
بئر,بِئْرٌ,1,بءر
باز,بَازٌ,1,بوز
بازار,بَازَارٌ,1,بازار
باسور,باسُورٌ,1,باسور
باشا,باشا,1,بوش
باشق,بَاشِقٌ,1,باشق
باقول,باقولٌ,1,باقول
ببر,بَبْرٌ,1,ببر
مبحث,مَبْحَثٌ,1,بحث
بحر,بَحْرٌ,1,بحر
بخار,بُخارٌ,1,بخر
بخنق,بُخْنُقٌ,1,بخق
مبتدأ,مُبْتَدَأٌ,1,بدء
مبدأ,مَبْدَأٌ,1,بدء
بيدر,بَيْدَرٌ,1,بدر
بدع,بِدْعٌ,1,بدع
مشمش,مِشْمِشٌ,1,مشمش
بذر,بَذْرٌ,1,بذر
براد,بَرَّادٌ,1,برء
بربر,بَرْبَرٌ,1,بربر
برتقال,بُرْتُقالٌ,1,برتقال
برثن,بُرْثُنٌ,1,برث
برج,بُرْجٌ,1,برج
برجل,بَرْجَلٌ,1,برجل
برد,بُرْدٌ,1,برد
بريد,بَريدٌ,1,برد
مبرز,مَبْرَزٌ,1,برز
برزخ,بَرْزَخٌ,1,برزخ
برشام,بِرْشامٌ,1,برشام
برطل,بُرْطُلٌ,1,برطل
برطيل,بِرْطيلٌ,1,برطيل
برعم,بُرْعُمٌ,1,برعم
برعوم,بُرْعومٌ,1,برعوم
برغوث,بُرْغوثٌ,1,برغوث
برق,بَرْقٌ,1,برق
برقع,بُرْقُعٌ,1,برقع
برقوق,بُرْقوقٌ,1,برقوق
بركار,بِرْكارٌ,1,بركار
برميل,بِرْمِيلٌ,1,برميل
برنامج,بَرْنامَجٌ,1,برنامج
برنس,بُرْنُسٌ,1,برنس
برواز,بِرْوازٌ,1,برواز
بزر,بِزْرٌ,1,بزر
مبزغ,مِبْزَغٌ,1,بزغ
بزال,بِزالٌ,1,بزل
مبزل,مِبْزَلٌ,1,بزل
بزيم,بَزيمٌ,1,بزيم
بسر,بُسْرٌ,1,بسر
بساط,بِساطٌ,1,بسط
مبسم,مَبْسِمٌ,1,بسم
بشماط,بِشْماطٌ,1,بشماط
مبضع,مِبْضَعٌ,1,بضع
بط,بَطٌّ,1,بطط
بطاح,بِطاحٌ,1,بطح
بيطار,بَيْطارٌ,1,بطر
بطريرك,بَطْريركٌ,1,بطريرك
بطريق,بِطْريقٌ,1,بطريق
باطن,بَاطن,1,بطن
بطيخ,بِطِّيخٌ,1,بطيخ
بعبع,بُعْبُعٌ,1,بعبع
بعث,بَعْثٌ,1,بعث
مبعث,مَبْعَثٌ,1,بعث
بعد,بُعْدٌ,1,
بعير,بَعيرٌ,1,بعر
بعل,بَعْلٌ,1,بعل
بغل,بَغْلٌ,1,بغل
بقر,بَقَرٌ,1,بقر
بقراج,بُقْراجٌ,1,بقراج
بقسماط,بُقْسماطٌ,1,بقسماط
بقل,بَقْلٌ,1,بقل
بكر,بِكْرٌ,1,بكر
بلاد,بِلادٌ,1,بلد
بلبل,بُلْبُلٌ,1,بلبل
بلسم,بَلْسَمٌ,1,بلسم
بلعم,بُلْعُمٌ,1,بلعم
مبلع,مَبْلَعٌ,1,بلع
بند,بَنْدٌ,1,بند
بندق,بُنْدُقٌ,1,بندق
بندير,بِنْديرٌ,1,بندير
بنصر,بِنْصِرٌ,1,بنصر
بنطال,بِنْطَالٌ,1,بنطال
بنك,بَنْكٌ,1,بن
بنت,بِنْتٌ,1,بنن
مبهج,مَبْهَجٌ,1,بهج
بهلول,بُهْلُولٌ,1,بهلول
بهو,بَهْوٌ,1,
باب,بَابٌ,1,بوب
بوع,بُوعٌ,1,بوع
بوغاز,بُوغَازٌ,1,بوغاز
بوق,بُوقٌ,1,بوق
بوقال,بُوقَالٌ,1,بوقال
بوم,بُومٌ,1,بوم
مبيد,مُبِيدٌ,1,بيد
بيذق,بَيذَقٌ,1,بيذق
باع,بَاعٌ,1,بيع
بيكار,بِيكارٌ,1,بيكار
تابل,تَابِلٌ,1,تابل
تابوت,تَابُوتٌ,1,تابوت
تاج,تَاجٌ,1,توج
متجر,مَتْجَرٌ,1,تجر
متحف,مُتْحَفٌ,1,تحف
تف,تُفٌّ,1,توف
تفاح,تُفَّاحٌ,1,فوح;فيح
تليد,تَليدٌ,1,تلد
تلسكوب,تِلِسكُوب,1,تلسكوب
تلغراف,تِلِغْرافٌ,1,تلغراف
تلفاز,تِلْفازٌ,1,تلفاز
تلام,تِلامٌ,1,لوم
تلميذ,تِلْميذٌ,1,تلميذ
تمراد,تِمْرَادٌ,1,تمراد
تمساح,تِمْساحٌ,1,تمساح
توأم,تَوْأَمٌ,1,توءم
تيار,تَيَّارٌ,1,تير
تيس,تَيسٌ,1,تيس
ثؤلول,ثُؤْلُولٌ,1,ثءل
ثريد,ثَرِيدٌ,1,ثرد
ثعلب,ثَعْلَبٌ,1,ثعلب
ثغر,ثَغْرٌ,1,ثغر
ثفل,ثُفْلٌ,1,ثفل
ثقاب,ثِقَابٌ,1,ثقب
ثمر,ثَمَرٌ,1,ثمر
ثوب,ثَوْبٌ,1,ثوب
ثور,ثَوْرٌ,1,ثور
ثيب,ثَيِّبٌ,1,ثيب
جادوف,جَادُوفٌ,1,جادوف
جاروش,جَارُوشٌ,1,جاروش
جام,جَامٌ,1,جوم
جاموس,جَامُوسٌ,1,جاموس
جبح,جَبْحٌ,1,جبح
جبس,جِبْسٌ,1,جبس
جبل,جَبَلٌ,1,جبل
جاثوم,جَاثُومٌ,1,جثم
جدث,جَدَثٌ,1,جدث
جدجد,جُدْجُدٌ,1,جدجد
جديد,جَديدٌ,1,جدد
جدر,جَدْرٌ,1,جدر
جدر,جُدَرٌ,1,جدر
مجدار,مِجْدَارٌ,1,جدر
مجداف,مِجْدَافٌ,1,جدف
جدول,جَدْوَلٌ,1,جدول
جديل,جَدِيلٌ,1,جدل
جذاذ,جُذَاذٌ,1,جذذ
جذر,جَذْرٌ,1,جذر
جذع,جَذَعٌ,1,جذع
جذع,جِذْعٌ,1,جذع
جراب,جِرَابٌ,1,جرب
جرثوم,جُرْثُومٌ,1,جرثوم
جريد,جَرِيدٌ,1,جرد
مجرد,مِجْرَدٌ,1,جرد
جرار,جَرَّارٌ,1,جرة
جرير,جَرِيرٌ,1,جرر
جرز,جُرُزٌ,1,جرز
جرف,جُرْفٌ,1,جرف
جرم,جَرَمٌ,1,جرم
جرم,جُرْمٌ,1,جرم
جرم,جِرْمٌ,1,جرم
جرو,جِرْوٌ,1,جرو
جزور,جَزُورٌ,1,جزر
مجزر,مَجْزَرٌ,1,جزر
جزل,جَزْلٌ,1,جزل
جسد,جَسَدٌ,1,جسد
جاسوس,جَاسُوسٌ,1,جسس
جساس,جَسَّاسٌ,1,جسس
مجس,مَجَسٌّ,1,جسس
جسم,جِسْمٌ,1,جسم
جسيم,جُسَيْمٌ,1,جسيم
جص,جِصٌّ,1,جصص
جعد,جَعْدٌ,1,جعد
جعل,جُعَلٌ,1,
حقاب,حِقَابٌ,1,حقب
جلف,جِلْفٌ,1,جلف
جلمود,جُلْمُودٌ,1,جلمود
جمار,جُمَّارٌ,1,جمر
جمار,جِمَارٌ,1,جمر
جماد,جَمَادٌ,1,جمد
جمر,جَمْرٌ,1,جمر
مجمر,مِجْمَرٌ,1,جمر
جمرك,جُمْرُكٌ,1,جمر
جمع,جُمْعٌ,1,جمع
جمل,جَمَلٌ,1,جمل
جم,جَمٌّ,1,جمم
جميم,جَمِيمٌ,1,جمم
جمهور,جُمْهُورٌ,1,جمهر
جميز,جُمَّيْزٌ,1,جميز
جن,جِنٌّ,1,جنن
جنوب,جَنُوبٌ,1,
جوانب,جَوَانِبُ,1,جنب
مجنب,مِجْنَبٌ,1,جنب
جناح,جَنَاحٌ,1,جنب
جند,جُنْدٌ,1,جند
جندب,جُنْدُبٌ,1,جندب
جندل,جَنْدَلٌ,1,جندل
جنس,جِنْسٌ,1,جنس
جهبذ,جِهْبِذٌ,1,جهبذ
مجهر,مِجْهَرٌ,1,جهر
جهاز,جِهَازٌ,1,جهز
مجهل,مَجْهَلٌ,1,جهل
جواد,جَوَادٌ,1,جدد
جوالق,جُوَالِقٌ,1,جوالق
جواب,جَوَابٌ,1,جبى
جوخ,جُوخٌ,1,جوخ
جورب,جَوْرَبٌ,1,جورب
جوز,جَوْزٌ,1,جوز
جوسق,جَوْسَقٌ,1,جوسق
جوق,جَوْقٌ,1,جوق
مجال,مَجَالٌ,1,جول
مجوهر,مُجَوْهَرٌ,1,جوهر
جوهر,جَوْهَرٌ,1,جهر
جو,جَوٌّ,1,جوو
جيب,جَيْبٌ,1,جيب
جيش,جَيْشٌ,1,جيش
جيل,جِيلٌ,1,جيل
جيهل,جَيْهَلٌ,1,جيهل
حبر,حَبْرٌ,1,حبر
حبر,حِبْرٌ,1,حبر
حبرير,حِبْريرٌ,1,حبرير
حبس,حُبُسٌ,1,حبس
حبيس,حَبيسٌ,1,حبس
محبس,مِحْبَسٌ,1,حبس
محبس,مِحْبَسٌ,1,حبس
حبش,حَبَشٌ,1,حبش
حبق,حَبَقٌ,1,حبق
حبال,حَبَّالٌ,1,حبل
حتف,حَتْفٌ,1,حتف
حجاب,حِجابٌ,1,حجب
حاج,حاجٌّ,1,حجج
حجاج,حَجاجٌ,1,حجج
محج,مَحَجٌّ,1,محج
محجر,مَحْجَرٌ,1,حجر
محجر,مَحْجِرٌ,1,حجر
حديث,حَديثٌ,1,حدث
حديث,حَديثٌ,1,حدث
حدقه,حَدَقَهٌ,1,حدق
حديد,حَديدٌ,1,حديد
حذافير,حَذافيرُ,1,حذفر
حذفار,حِذْفارٌ,1,حذفر
حذفور,حُذْفورٌ,1,حذفور
محراب,مِحْرَابٌ,1,حرب
حريد,حَرِيدٌ,1,حرد
حرور,حَرُورٌ,1,حرر
حريز,حَرِيزٌ,1,حرز
حرشف,حَرْشَفٌ,1,حرشف
حريف,حَرِيفٌ,1,حرف
محرم,مَحْرَمٌ,1,حرم
حزب,حِزْبٌ,1,حزب
حزاز,حَزَازٌ,1,حزز
حزام,حِزَامٌ,1,حزم
حيزوم,حَيْزُومٌ,1,حزم
محزم,مِحْزَمٌ,1,حزم
حاسوب,حاسوبٌ,1,حسب
حواس,حَوَاسُّ,1,حسس
حشيش,حَشِيشٌ,1,حشش
حاصب,حاصِبٌ,1,حصب
حصيد,حَصِيدٌ,1,حصد
حصار,حِصَارٌ,1,حصر
حصير,حَصِيرٌ,1,حصر
محضر,مَحْضَرٌ,1,حضر
محط,مَحَطٌّ,1,محط
حفيد,حَفِيدٌ,1,حفد
محفار,مِحْفَارٌ,1,حفر
حفاض,حِفَاضٌ,1,حفض
حفض,حَفَضٌ,1,حفض
احتفال,اِحْتِفَالٌ,1,حفل
محفل,مَحْفَلٌ,1,حفل
حقب,حُقْبٌ,1,حقب
حقل,حَقْلٌ,1,حقل
أحكام,أَحْكَامٌ,1,حكم
محلب,مَحْلَبٌ,1,حلب
محلب,مِحْلَبٌ,1,حلب
محلاج,مِحْلاَجٌ,1,حلج
محلج,مَحْلَجٌ,1,حلج
حلس,حِلْسٌ,1,حلس
محلق,مِحْلَقٌ,1,حلق
حلقوم,حُلْقُومٌ,1,حلقم
حليل,حَلِيلٌ,1,حلل
حمار,حِمَارٌ,1,حمار
حماحم,حَمَاحِمُ,1,حمحم
حمص,حِمَّصٌ,1,حمص
حماض,حُمَّاضٌ,1,حمض
حماق,حَمَاقٌ,1,حمق
حمل,حَمَلٌ,1,حمل
حمل,حَمْلٌ,1,حمل
حمل,حِمْلٌ,1,حمل
محمل,مَحْمَلٌ,1,حمل
محمل,مَحْمِلٌ,1,حمل
حمام,حَمَّامٌ,1,حمم
حمام,حَمَامٌ,1,حمم
حمم,حُمَمٌ,1,حمم
محم,مِحَمٌّ,1,حمم
حمو,حَمُو,1,
حنبل,حَنْبَلٌ,1,حنبل
حنجور,حُنْجُورٌ,1,حنجر
حنش,حَنَشٌ,1,حنش
حنظل,حَنْظَلٌ,1,حنظل
حنو,حَنْوٌ,1,حنو
حنو,حِنْوٌ,1,حنو
حوت,حُوتٌ,1,حوي
حور,حَوْرٌ,1,حور
حوصل,حَوْصَلٌ,1,حصل
حوض,حَوْضٌ,1,حوض
محيط,مُحِيطٌ,1,حيط
مخبأ,مَخْبَأٌ,1,خبء
مخبر,مَخْبَرٌ,1,خبر
مختبر,مُخْتَبَرٌ,1,خبر
مخبز,مَخْبِزٌ,1,خبز
خبيص,خَبِيصٌ,1,خبص
خباط,خِبَاطٌ,1,خبط
خبيط,خَبِيطٌ,1,خبط
مخباط,مِخْبَاطٌ,1,خبط
أخدود,أُخْدُودٌ,1,ءخاديد
خد,خَدٌّ,1,خدد
مخدع,مَخْدَعٌ,1,خدع
خذروف,خُذْرُوفٌ,1,خذروف
خرابيش,خَرَابِيشُ,1,خربش
خراج,خُرَاجٌ,1,خرج
خردق,خُرْدُقٌ,1,خردق
خردل,خَرْدَلٌ,1,خردل
خرز,خَرَزٌ,1,خرز
مخرز,مِخْرَزٌ,1,خرز
مخراش,مِخْرَاشٌ,1,خرش
خرطوم,خُرْطُومٌ,1,خرطم
خرنق,خِرْنَقٌ,1,خرنق
خروف,خَرُوفٌ,1,خروف
خريد,خَرِيدٌ,1,خريد
خزير,خَزِيرٌ,1,خزر
خزعبل,خُزَعْبِلٌ,1,خزعبل
خازوق,خَازُوقٌ,1,خزق
مخزن,مَخْزَنٌ,1,خزن
خشب,خَشَبٌ,1,خشب
خشرم,خَشْرَمٌ,1,خشرم
مخصف,مِخْصَفٌ,1,خصف
خضار,خُضَارٌ,1,خضر
خطأ,خَطَأٌ,1,خطء
خطب,خَطْبٌ,1,خطب
خاطوف,خَاطُوفٌ,1,خطف
خطام,خِطَامٌ,1,خطم
خطم,خَطْمٌ,1,خطم
مخطم,مِخْطَمٌ,1,خطم
خف,خُفٌّ,1,خفي
خفاش,خُفَّاشٌ,1,خفاش
خفير,خَفِيرٌ,1,خفر
مخفر,مَخْفَرٌ,1,خفر
خف,خِفٌّ,1,خفي
خافق,خَافِقٌ,1,خفق
خلب,خِلْبٌ,1,خلب
مخلب,مِخْلَبٌ,1,خلب
خلخال,خَلْخَالٌ,1,خلخل
خلخل,خَلْخَلٌ,1,خلخل
خليف,خَلِيفٌ,1,خلف
أخلاق,أخْلاقٌ,1,خلق
خلل,خَلَلٌ,1,خلل
خليج,خَلِيجٌ,1,خليج
خمخم,خُمْخُمٌ,1,خمخم
خمار,خِمَارٌ,1,خمر
خمر,خَمْرٌ,1,خمر
خمير,خَمِيرٌ,1,خمر
خامس,خَامِسٌ,1,خمس
خمس,خَمْسٌ,1,خمس
خمس,خُمْسٌ,1,خمس
خنجر,خَنْجَرٌ,1,خنجر
خنجر,خِنْجَرٌ,1,خنجر
خندق,خَنْدَقٌ,1,خندق
خنزير,خِنْزِيرٌ,1,خنزير
خنصر,خِنْصَرٌ,1,خنصر
خنوع,خَنُوعٌ,1,خنع
خنفس,خُنْفُسٌ,1,خنفس
مخاوف,مَخَاوِفُ,1,خوف
مختار,مُخْتَارٌ,1,خير
خيشوم,خَيْشُومٌ,1,خيش
خيط,خَيْطٌ,1,خيط
خيف,خَيْفٌ,1,خوف
خيال,خَيَالٌ,1,خيل
خام,خَامٌ,1,خوم
مخيم,مُخَيَّمٌ,1,خيم
دال,دَالٌ,1,دول
دب,دُبٌّ,1,دبب
دبر,دِبْرٌ,1,دبر
دبور,دَبُورٌ,1,دبر
دبر,دَبْرٌ,1,دبر
دبر,دُبُرٌ,1,دبر
دبش,دَبَشٌ,1,دبش
دبور,دَبُّورٌ,1,دبر
دبوس,دَبُّوسٌ,1,دبوس
دثار,دِثَارٌ,1,دثر
ديجور,دَيْجورٌ,1,دجر
مدخل,مَدْخَلٌ,1,دخل
درهم,دِرْهَم,1,دور
درب,دَرْبٌ,1,درب
دربوز,دَرْبوزٌ,1,دربوز
مدرج,مَدْرَجٌ,1,درج
مدرج,مُدَرَّجٌ,1,درج
درج,دَرَجٌ,1,درج
درج,دُرْجٌ,1,درج
دردر,دُرْدُرٌ,1,دردر
درهم,دِرْهَمٌ,1,دور
درويش,دَرْوِيشٌ,1,دروش
دسار,دِسَارٌ,1,دسار
دستور,دُسْتُورٌ,1,دستور
دعبل,دِعْبَلٌ,1,دعبل
دعص,دَعْصٌ,1,دعص
دعام,دِعَامٌ,1,دعم
دغل,دَغَلٌ,1,دغل
دف,دُفٌّ,1,دفف
دفتر,دَفْتَرٌ,1,دفتر
مدفع,مِدْفَعٌ,1,دفع
مدفن,مَدْفِنٌ,1,دفن
مدق,مِدَقٌّ,1,مدق
دكتور,دُكْتورٌ,1,دكتور
دلاع,دُلاَّعٌ,1,دلاع
دلب,دُلْبٌ,1,دلب
دلدول,دُلْدُولٌ,1,دلدول
دلس,دَلَسٌ,1,دلس
مدلك,مِدْلَكٌ,1,دلك
دلو,دَلْوٌ,1,دلو
مدامع,مَدَامِعُ,1,دمع
مدمع,مَدْمَعٌ,1,دمع
دماغ,دِماغٌ,1,دمغ
دمل,دُمَلٌ,1,دمل
دملج,دُمْلُجٌ,1,دملج
دهر,دَهْرٌ,1,دهر
دهليز,دِهْليزٌ,1,دهليز
دار,دَارٌ,1,دري
دوار,دُوَّارٌ,1,دور
مدار,مَدَارٌ,1,دور
دير,دَيْرٌ,1,دور
دورق,دَوْرَقٌ,1,دورق
مدواس,مِدْوَاسٌ,1,دوس
دولاب,دُولابٌ,1,دولاب
دولار,دُولارٌ,1,دولار
مدام,مُدَامٌ,1,دوم
ديباج,ديباجٌ,1,ديباج
ديك,دِيكٌ,1,ديك
ديماس,دِيماسٌ,1,ديماس
دينار,دِينارٌ,1,دينار
ذباب,ذُبابٌ,1,ذباب
مذبح,مَذْبَحٌ,1,ذبح
ذخر,ذُخْرٌ,1,ذخر
ذراح,ذُرَّاحٌ,1,ذرح
ذرور,ذَرورٌ,1,ذرر
مذرف,مَذْرَف,1,ذرف
ذلذل,ذُلْذُلٌ,1,ذلذل
ذمام,ذِمَامٌ,1,ذمم
ذنب,ذَنْبٌ,1,ذنب
ذنب,ذَنَبٌ,1,ذنب
مذهب,مَذْهَبٌ,1,ذهب
مذود,مِذْوَدٌ,1,ذود
ذئب,ذِئْبٌ,1,ذءب
ذيل,ذَيْلٌ,1,ذيل
مرأب,مَرْأَبٌ,1,رءب
رادار,رَادَارٌ,1,رادار
راديو,رَادْيُو,1,راديو
رأس,رَأْسٌ,1,رءس
رئيس,رَئِيسٌ,1,رءس
راقول,رَاقُولٌ,1,راقول
راووق,رَاوُوقٌ,1,راووق
رؤيا,رُؤْيَا,1,رءي
مربأ,مَرْبَأٌ,1,ربء
ربيب,رَبِيبٌ,1,ربب
مربد,مِرْبَدٌ,1,ربد
ربرب,رَبْرَبٌ,1,ربرب
مربض,مَرْبِضٌ,1,ربض
مربط,مَرْبَطٌ,1,ربط
مربط,مِرْبَطٌ,1,ربط
ربيع,رَبِيعٌ,1,ربع
مربع,مَرْبَعٌ,1,ربع
مربع,مِرْبَعٌ,1,ربع
ربق,رِبْقٌ,1,ربق
ربل,رَبْلٌ,1,ربل
ربا,رِبَا,1,ربب
راتب,رَاتِب,1,رتب
رت,رَتٌّ,1,رتت
رتاج,رِتَاجٌ,1,رتج
مرتاج,مِرْتَاجٌ,1,رتج
مرتع,مَرْتَعٌ,1,رتع
رث,رَثٌّ,1,ورث
رجب,رُجْبٌ,1,رجب
رجب,رَجَبٌ,1,رجب
رجيع,رَجِيعٌ,1,رجع
مرجع,مَرْجِعٌ,1,رجع
مرجل,مِرْجَلٌ,1,رجل
رجم,رَجَمٌ,1,رجم
مرحاض,مِرْحَاضٌ,1,رحض
ترحيل,تَرْحِيلٌ,1,رحل
رحم,رَحِمٌ,1,رحم
رخ,رُخٌّ,1,رخي
ردف,رِدْفٌ,1,ردف
رزق,رِزْقٌ,1,رزق
رسغ,رُسْغٌ,1,رسغ
روسم,رَوْسَمٌ,1,رسم
مرسم,مَرْسَمٌ,1,رسم
رشأ,رَشَأٌ,1,رشء
رشيش,رَشيشٌ,1,رشش
مرشف,مِرْشَفٌ,1,رشف
روشم,رَوْشَمٌ,1,رشم
رصيد,رَصيدٌ,1,رصد
مرصاد,مِرْصَادٌ,1,رصد
مرصد,مَرْصَدٌ,1,رصد
رصاص,رَصاصٌ,1,رصص
رصاف,رِصافٌ,1,رصف
رطل,رِطْلٌ,1,رطل
رعاع,رُعاعٌ,1,رعع
رغيف,رَغيفٌ,1,رغف
رغام,رُغامٌ,1,رغم
مرغم,مَرْغِمٌ,1,رغم
مرفأ,مَرْفَأٌ,1,رفء
رفد,رِفْدٌ,1,رفد
رفد,رِفْدٌ,1,رفد
رفرف,رَفْرَفٌ,1,رفرف
رفيس,رَفيسٌ,1,رفس
مرفع,مَرْفَعٌ,1,رفع
مرقب,مَرْقَبٌ,1,رقب
راقود,رَاقُودٌ,1,رقد
مرقد,مَرْقَدٌ,1,رقد
مرقص,مَرْقَصٌ,1,رقص
رقاق,رُقاقٌ,1,رقق
رقيق,رَقيق,1,رقق
رقيق,رَقيقٌ,1,رقق
مرقم,مِرْقَمٌ,1,رقم
ركاب,رِكابٌ,1,ركب
مركض,مَرْكَضٌ,1,ركض
مركض,مِرْكَضٌ,1,ركض
رمح,رُمْحٌ,1,رمح
